Shaft Encoder(cm),Axial_Sig,Radial_Sig,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32
319.5399,1707.68,682.74,1015.63,1023.44,898.44,1007.81,992.19,1007.81,1023.44,976.56,1039.06,945.31,1054.69,1093.75,1960.94,1109.38,1992.19,1000,1062.5,1062.5,1921.88,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,921.88,984.38,992.19,976.56
319.8051,1708.16,682.74,1023.44,1023.44,898.44,1007.81,1000,1007.81,1007.81,984.38,1039.06,953.13,1062.5,1070.31,1960.94,1109.38,1992.19,1000,1070.31,1054.69,1945.31,1031.25,960.94,960.94,960.94,968.75,960.94,984.38,984.38,882.81,937.5,976.56,984.38,968.75
319.9566,1699.61,682.62,1023.44,1023.44,898.44,1007.81,992.19,1007.81,1023.44,992.19,1039.06,960.94,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1710.94,1031.25,953.13,960.94,968.75,968.75,968.75,984.38,984.38,882.81,937.5,976.56,976.56,976.56
320.6383,1692.97,682.18,1031.25,1023.44,898.44,1007.81,992.19,1007.81,1023.44,976.56,1039.06,953.13,1062.5,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1054.69,1906.25,1031.25,953.13,960.94,968.75,976.56,968.75,984.38,976.56,882.81,921.88,976.56,984.38,976.56
321.0549,1697.27,682.38,1031.25,1023.44,898.44,1000,984.38,1015.63,1015.63,992.19,1039.06,953.13,1054.69,1085.94,1960.94,1117.19,1992.19,992.19,1062.5,1062.5,1937.5,1023.44,960.94,960.94,960.94,976.56,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
321.2064,1700.38,683.46,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1015.63,976.56,1039.06,953.13,1054.69,1085.94,1953.13,1117.19,1992.19,984.38,1070.31,1062.5,1929.69,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,984.38,984.38,976.56
321.32,1703.27,683.49,1031.25,1031.25,898.44,1000,992.19,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,1000,1062.5,1062.5,1945.31,1031.25,960.94,960.94,960.94,968.75,960.94,976.56,976.56,890.63,929.69,992.19,984.38,976.56
321.7745,1706.71,683.52,1023.44,1023.44,914.06,1000,992.19,1015.63,1015.63,984.38,1046.88,960.94,1046.88,1078.13,1960.94,1117.19,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,984.38,984.38,976.56
322.1911,1711.67,683.55,1023.44,1023.44,898.44,1007.81,1007.81,1023.44,1015.63,984.38,1039.06,960.94,1054.69,1078.13,1960.94,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,960.94,960.94,968.75,968.75,976.56,976.56,882.81,929.69,984.38,992.19,968.75
322.4562,1713.71,683.98,1023.44,1015.63,906.25,1000,992.19,1015.63,1023.44,984.38,1031.25,960.94,1054.69,1078.13,1968.75,1109.38,1992.19,984.38,1070.31,1054.69,1906.25,1031.25,953.13,960.94,960.94,968.75,960.94,976.56,984.38,890.63,929.69,984.38,984.38,984.38
322.8728,1714.31,683.84,1031.25,1023.44,906.25,1007.81,992.19,1007.81,1023.44,984.38,1031.25,953.13,1062.5,1078.13,1968.75,1109.38,1992.19,992.19,1062.5,1070.31,1906.25,1031.25,953.13,960.94,953.13,976.56,960.94,976.56,976.56,882.81,929.69,976.56,992.19,984.38
324.3878,1716.43,681.01,1023.44,1023.44,898.44,1000,992.19,1000,1023.44,976.56,1039.06,960.94,1054.69,1085.94,1968.75,1125,1992.19,1000,1070.31,1062.5,1914.06,1023.44,953.13,953.13,953.13,976.56,968.75,976.56,984.38,882.81,929.69,976.56,984.38,968.75
325.0695,1718.45,680.42,1031.25,1023.44,890.63,1007.81,1000,1000,1015.63,984.38,1031.25,960.94,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1914.06,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,984.38,890.63,929.69,984.38,984.38,976.56
325.4861,1719.76,682.2,1031.25,1031.25,898.44,1000,992.19,1007.81,1023.44,976.56,1039.06,953.13,1062.5,1078.13,1968.75,1125,1992.19,1000,1062.5,1054.69,1906.25,1023.44,960.94,960.94,953.13,976.56,968.75,984.38,984.38,882.81,929.69,984.38,984.38,968.75
325.9027,1717.94,682.73,1023.44,1031.25,898.44,1000,992.19,1007.81,1023.44,976.56,1039.06,953.13,1062.5,1078.13,1960.94,1109.38,1992.19,992.19,1062.5,1054.69,1906.25,1031.25,960.94,960.94,953.13,976.56,960.94,984.38,984.38,890.63,937.5,976.56,984.38,968.75
326.2057,1715.5,684.12,1031.25,1023.44,898.44,1007.81,992.19,1007.81,1023.44,976.56,1046.88,953.13,1054.69,1078.13,1960.94,1109.38,1992.19,984.38,1062.5,1054.69,1906.25,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,984.38,890.63,929.69,984.38,984.38,976.56
327.0389,1715.26,683.62,1023.44,1023.44,898.44,1007.81,992.19,1007.81,1023.44,976.56,1039.06,953.13,1062.5,1078.13,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1906.25,1031.25,960.94,960.94,960.94,968.75,960.94,976.56,984.38,890.63,921.88,976.56,984.38,968.75
327.3419,1714.36,680.87,1031.25,1023.44,898.44,1007.81,984.38,1007.81,1015.63,984.38,1039.06,945.31,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1062.5,1062.5,1914.06,1031.25,960.94,960.94,960.94,968.75,960.94,984.38,984.38,882.81,929.69,976.56,976.56,976.56
328.1751,1712.89,679.37,1023.44,1023.44,906.25,1000,992.19,1007.81,1015.63,992.19,1039.06,953.13,1054.69,1085.94,1953.13,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,953.13,953.13,953.13,976.56,968.75,984.38,976.56,882.81,929.69,984.38,984.38,976.56
328.4781,1710.66,678.96,1023.44,1015.63,898.44,1007.81,992.19,1007.81,1015.63,984.38,1031.25,945.31,1054.69,1078.13,1960.94,1117.19,1992.19,1000,1062.5,1054.69,1906.25,1023.44,953.13,960.94,960.94,968.75,968.75,976.56,984.38,890.63,921.88,984.38,984.38,976.56
328.6296,1708.92,678.15,1023.44,1015.63,906.25,1007.81,992.19,1007.81,1023.44,984.38,1031.25,953.13,1054.69,1078.13,1968.75,1117.19,1992.19,992.19,1062.5,1062.5,1953.13,1031.25,968.75,960.94,960.94,968.75,968.75,976.56,976.56,882.81,929.69,976.56,984.38,968.75
328.9326,1708.91,676.97,1031.25,1023.44,898.44,1000,992.19,1007.81,1015.63,984.38,1039.06,953.13,1062.5,1085.94,1953.13,1117.19,1992.19,992.19,1070.31,1054.69,1945.31,1031.25,960.94,960.94,960.94,968.75,960.94,976.56,984.38,882.81,929.69,984.38,976.56,976.56
329.3113,1706.52,677.77,1023.44,1023.44,898.44,1000,984.38,1007.81,1015.63,984.38,1039.06,960.94,1054.69,1078.13,1953.13,1109.38,1992.19,984.38,1070.31,1054.69,1867.19,1031.25,953.13,960.94,960.94,976.56,968.75,976.56,984.38,890.63,929.69,984.38,984.38,976.56
329.728,1704.67,679.4,1023.44,1023.44,898.44,992.19,984.38,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1070.31,1953.13,1117.19,1992.19,1000,1070.31,1070.31,1906.25,1031.25,960.94,960.94,960.94,976.56,960.94,976.56,984.38,882.81,929.69,992.19,984.38,976.56
329.9931,1705.22,680.37,1023.44,1023.44,898.44,1000,1000,1007.81,1023.44,992.19,1039.06,953.13,1046.88,1078.13,1960.94,1117.19,1992.19,984.38,1070.31,1062.5,1835.94,1031.25,953.13,960.94,960.94,976.56,968.75,976.56,984.38,890.63,929.69,984.38,984.38,968.75
330.4476,1706.24,682.16,1015.63,1023.44,906.25,1000,984.38,1007.81,1023.44,992.19,1039.06,960.94,1054.69,1070.31,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1906.25,1039.06,960.94,960.94,968.75,976.56,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
330.8642,1708.06,683.27,1015.63,1023.44,898.44,1007.81,992.19,1015.63,1015.63,984.38,1046.88,953.13,1046.88,1078.13,1960.94,1117.19,1992.19,1000,1070.31,1054.69,1906.25,1031.25,960.94,953.13,960.94,968.75,968.75,976.56,984.38,890.63,929.69,984.38,984.38,968.75
331.5459,1710.92,682.27,1023.44,1023.44,890.63,1007.81,992.19,1007.81,1023.44,984.38,1031.25,953.13,1054.69,1078.13,1968.75,1117.19,1992.19,1007.81,1070.31,1070.31,1906.25,1039.06,953.13,953.13,953.13,968.75,953.13,976.56,992.19,890.63,921.88,984.38,992.19,976.56
332.6442,1713.15,680.92,1023.44,1015.63,898.44,992.19,984.38,1015.63,1015.63,984.38,1039.06,945.31,1062.5,1078.13,1968.75,1125,1992.19,1000,1070.31,1054.69,1937.5,1039.06,953.13,953.13,953.13,976.56,968.75,976.56,984.38,890.63,921.88,984.38,984.38,976.56
333.7804,1712.88,681.58,1031.25,1023.44,898.44,1000,992.19,1007.81,1023.44,984.38,1031.25,945.31,1054.69,1078.13,1960.94,1125,1992.19,1000,1070.31,1054.69,1914.06,1031.25,953.13,953.13,960.94,976.56,968.75,976.56,992.19,890.63,929.69,984.38,984.38,976.56
334.8788,1713.6,682.63,1031.25,1023.44,898.44,1007.81,1000,1007.81,1023.44,976.56,1031.25,953.13,1062.5,1085.94,1960.94,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1023.44,960.94,953.13,960.94,976.56,960.94,984.38,984.38,890.63,929.69,976.56,984.38,976.56
335.712,1716.36,683.11,1015.63,1023.44,898.44,1015.63,992.19,1007.81,1023.44,976.56,1039.06,953.13,1070.31,1078.13,1984.38,1109.38,1992.19,1000,1062.5,1054.69,1929.69,1031.25,960.94,960.94,960.94,968.75,968.75,976.56,976.56,882.81,937.5,984.38,992.19,968.75
335.9771,1718.5,683.98,1031.25,1023.44,898.44,1000,984.38,1015.63,1015.63,984.38,1031.25,953.13,1054.69,1085.94,1968.75,1125,1992.19,1000,1062.5,1062.5,1906.25,1023.44,960.94,960.94,960.94,976.56,968.75,976.56,984.38,890.63,921.88,992.19,976.56,976.56
336.4316,1724.21,686.27,1031.25,1031.25,906.25,1007.81,1015.63,1015.63,1023.44,992.19,1039.06,953.13,1062.5,1085.94,1960.94,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,968.75,960.94,976.56,976.56,984.38,984.38,882.81,929.69,992.19,984.38,976.56
336.8482,1727.14,686.9,1023.44,1023.44,898.44,1000,992.19,1007.81,1015.63,984.38,1039.06,953.13,1054.69,1078.13,1968.75,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,953.13,960.94,960.94,976.56,968.75,976.56,984.38,882.81,921.88,976.56,984.38,976.56
337.1512,1714.83,685.61,1023.44,1023.44,898.44,1007.81,1000,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1078.13,1968.75,1109.38,1992.19,992.19,1070.31,1054.69,1718.75,1031.25,960.94,953.13,968.75,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
337.5678,1708.01,684.47,1039.06,1023.44,906.25,1007.81,1000,1015.63,1023.44,976.56,1039.06,960.94,1054.69,1078.13,1968.75,1109.38,1992.19,992.19,1070.31,1062.5,1937.5,1023.44,968.75,960.94,960.94,960.94,968.75,976.56,976.56,882.81,929.69,976.56,984.38,976.56
338.401,1713.68,683.47,1023.44,1031.25,890.63,1007.81,1000,1007.81,1023.44,984.38,1031.25,960.94,1054.69,1078.13,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1906.25,1039.06,960.94,960.94,968.75,968.75,960.94,976.56,976.56,890.63,929.69,984.38,984.38,976.56
338.6661,1719.08,681.66,1031.25,1031.25,906.25,1007.81,992.19,1015.63,1031.25,984.38,1039.06,953.13,1062.5,1085.94,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,968.75,960.94,953.13,968.75,960.94,968.75,976.56,882.81,929.69,976.56,984.38,976.56
339.7645,1722.27,679.6,1015.63,1023.44,898.44,1000,1000,1007.81,1015.63,976.56,1039.06,953.13,1054.69,1078.13,1968.75,1117.19,1992.19,992.19,1070.31,1070.31,1914.06,1031.25,960.94,953.13,960.94,968.75,968.75,976.56,976.56,882.81,929.69,984.38,992.19,976.56
340.5598,1721.99,680.03,1015.63,1015.63,898.44,1000,992.19,1000,1031.25,984.38,1039.06,960.94,1054.69,1078.13,1960.94,1125,1992.19,1000,1070.31,1062.5,1945.31,1031.25,953.13,953.13,953.13,976.56,960.94,976.56,984.38,890.63,929.69,984.38,984.38,984.38
340.8249,1720.12,680.41,1023.44,1023.44,898.44,1000,992.19,1015.63,1015.63,984.38,1031.25,960.94,1054.69,1078.13,1945.31,1109.38,1992.19,992.19,1062.5,1070.31,1906.25,1031.25,960.94,960.94,960.94,968.75,953.13,976.56,984.38,890.63,929.69,984.38,984.38,976.56
341.2037,1716.66,681.13,1023.44,1015.63,898.44,1000,992.19,1007.81,1015.63,984.38,1031.25,953.13,1046.88,1078.13,1960.94,1125,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,953.13,953.13,976.56,960.94,984.38,992.19,890.63,929.69,984.38,984.38,968.75
341.5824,1716.22,682.57,1031.25,1023.44,906.25,1007.81,992.19,1007.81,1015.63,984.38,1046.88,953.13,1046.88,1078.13,1968.75,1109.38,1992.19,984.38,1070.31,1062.5,1953.13,1039.06,960.94,960.94,953.13,968.75,968.75,976.56,984.38,890.63,937.5,984.38,976.56,976.56
341.999,1716.54,681.66,1023.44,1015.63,898.44,1000,984.38,1015.63,1015.63,984.38,1039.06,960.94,1054.69,1078.13,1953.13,1117.19,1992.19,992.19,1070.31,1062.5,1921.88,1031.25,960.94,960.94,953.13,968.75,960.94,976.56,984.38,882.81,929.69,984.38,976.56,968.75
342.2263,1715.93,680.93,1015.63,1023.44,906.25,1007.81,992.19,1015.63,1023.44,976.56,1039.06,945.31,1054.69,1085.94,1960.94,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1039.06,960.94,960.94,960.94,968.75,968.75,984.38,984.38,890.63,929.69,976.56,976.56,984.38
342.605,1715.59,684.47,1015.63,1023.44,898.44,1000,984.38,1007.81,1015.63,984.38,1039.06,953.13,1054.69,1085.94,1960.94,1125,1992.19,1000,1070.31,1062.5,1906.25,1023.44,960.94,953.13,960.94,976.56,960.94,976.56,992.19,898.44,929.69,984.38,984.38,984.38
342.9459,1715.91,686.71,1015.63,1023.44,906.25,1000,992.19,1000,1015.63,984.38,1023.44,945.31,1070.31,1093.75,1960.94,1117.19,1992.19,1007.81,1070.31,1062.5,1906.25,1031.25,953.13,960.94,968.75,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,968.75
343.1731,1715.75,684.05,1023.44,1023.44,906.25,992.19,1000,1007.81,1023.44,984.38,1039.06,953.13,1054.69,1085.94,1929.69,1117.19,1992.19,1000,1062.5,1062.5,1960.94,1031.25,953.13,960.94,953.13,976.56,968.75,976.56,984.38,882.81,929.69,968.75,984.38,968.75
343.5518,1715.6,682.05,1031.25,1023.44,906.25,1000,992.19,1015.63,1023.44,976.56,1031.25,953.13,1062.5,1085.94,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,953.13,960.94,960.94,976.56,968.75,984.38,992.19,882.81,929.69,976.56,984.38,968.75
344.1957,1718.08,681.66,1031.25,1023.44,906.25,1007.81,992.19,1015.63,1023.44,984.38,1031.25,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,1000,1062.5,1054.69,1898.44,1031.25,953.13,960.94,960.94,968.75,968.75,976.56,984.38,882.81,921.88,984.38,984.38,976.56
344.5365,1721.4,680.98,1023.44,1023.44,906.25,992.19,992.19,1000,1023.44,984.38,1039.06,960.94,1062.5,1078.13,1968.75,1125,1992.19,1007.81,1070.31,1062.5,1914.06,1031.25,953.13,953.13,953.13,976.56,960.94,976.56,984.38,890.63,929.69,992.19,992.19,976.56
344.9532,1723.89,681.31,1015.63,1031.25,906.25,1007.81,992.19,1015.63,1023.44,984.38,1046.88,953.13,1046.88,1078.13,1945.31,1125,1992.19,1000,1070.31,1062.5,1906.25,1023.44,960.94,960.94,968.75,976.56,960.94,976.56,984.38,882.81,929.69,984.38,984.38,968.75
345.2183,1724.71,682.06,1031.25,1023.44,898.44,1000,1000,1007.81,1023.44,984.38,1039.06,953.13,1062.5,1078.13,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1937.5,1031.25,960.94,960.94,960.94,968.75,968.75,976.56,984.38,890.63,921.88,984.38,984.38,976.56
345.9757,1724.67,681.79,1023.44,1023.44,898.44,1000,992.19,1007.81,1023.44,984.38,1046.88,953.13,1054.69,1085.94,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1945.31,1031.25,960.94,953.13,960.94,968.75,960.94,976.56,976.56,890.63,929.69,984.38,984.38,976.56
346.2787,1727,680.17,1031.25,1023.44,898.44,1007.81,992.19,1007.81,1015.63,984.38,1046.88,960.94,1054.69,1078.13,1968.75,1117.19,1992.19,992.19,1070.31,1070.31,1914.06,1039.06,953.13,953.13,960.94,976.56,953.13,976.56,976.56,882.81,929.69,984.38,992.19,976.56
346.3924,1724.26,680.54,1023.44,1023.44,898.44,1007.81,1000,1007.81,1015.63,984.38,1039.06,960.94,1054.69,1085.94,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1804.69,1031.25,953.13,960.94,960.94,976.56,968.75,976.56,984.38,882.81,929.69,984.38,984.38,984.38
346.5438,1718.51,680.4,1023.44,1023.44,898.44,992.19,984.38,1007.81,1023.44,984.38,1039.06,953.13,1054.69,1078.13,1968.75,1117.19,1992.19,1007.81,1070.31,1054.69,1945.31,1031.25,953.13,960.94,953.13,968.75,968.75,976.56,984.38,882.81,929.69,976.56,984.38,976.56
346.6953,1716.23,677.58,1015.63,1023.44,898.44,1000,992.19,1007.81,1015.63,992.19,1039.06,953.13,1062.5,1078.13,1945.31,1109.38,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,960.94,953.13,968.75,968.75,976.56,984.38,882.81,921.88,976.56,984.38,976.56
346.8468,1713.75,675.08,1023.44,1023.44,898.44,1000,992.19,1007.81,1015.63,984.38,1039.06,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,1000,1062.5,1062.5,1906.25,1031.25,953.13,960.94,953.13,968.75,960.94,976.56,984.38,882.81,929.69,984.38,976.56,976.56
346.9605,1715.73,674.25,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1023.44,984.38,1039.06,960.94,1062.5,1093.75,1960.94,1117.19,1992.19,992.19,1070.31,1054.69,1953.13,1031.25,960.94,960.94,960.94,968.75,960.94,976.56,984.38,882.81,929.69,992.19,984.38,976.56
347.112,1718.47,674.46,1023.44,1023.44,906.25,1007.81,992.19,1007.81,1023.44,984.38,1031.25,953.13,1054.69,1070.31,1960.94,1125,1992.19,992.19,1070.31,1062.5,1953.13,1031.25,960.94,953.13,953.13,968.75,968.75,976.56,984.38,890.63,929.69,976.56,992.19,976.56
347.2256,1719.06,674.18,1023.44,1023.44,898.44,1007.81,992.19,1000,1023.44,976.56,1046.88,945.31,1062.5,1078.13,1968.75,1109.38,1992.19,992.19,1062.5,1070.31,1953.13,1031.25,960.94,960.94,953.13,968.75,968.75,968.75,984.38,882.81,929.69,984.38,984.38,976.56
347.3771,1719.37,675.77,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1015.63,976.56,1039.06,960.94,1054.69,1070.31,1945.31,1117.19,1992.19,992.19,1070.31,1062.5,1906.25,1039.06,960.94,968.75,960.94,968.75,968.75,976.56,976.56,890.63,929.69,984.38,992.19,976.56
347.4907,1720.77,676.25,1023.44,1015.63,898.44,1007.81,1000,1007.81,1023.44,976.56,1039.06,960.94,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1054.69,1906.25,1039.06,953.13,960.94,960.94,968.75,960.94,968.75,976.56,882.81,929.69,984.38,984.38,976.56
347.6422,1721.63,674.37,1031.25,1023.44,890.63,1000,1000,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1070.31,1945.31,1117.19,1992.19,1000,1070.31,1062.5,1914.06,1039.06,960.94,953.13,960.94,976.56,960.94,976.56,984.38,882.81,929.69,976.56,984.38,976.56
347.7937,1721.45,673.64,1023.44,1023.44,898.44,1007.81,992.19,1007.81,1023.44,984.38,1046.88,960.94,1046.88,1085.94,1960.94,1117.19,1992.19,992.19,1070.31,1054.69,1906.25,1031.25,953.13,960.94,953.13,976.56,960.94,976.56,984.38,882.81,929.69,984.38,984.38,976.56
347.9452,1721.83,674.83,1023.44,1023.44,898.44,1000,992.19,1007.81,1023.44,976.56,1039.06,960.94,1054.69,1085.94,1976.56,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,960.94,953.13,976.56,976.56,976.56,984.38,882.81,929.69,984.38,984.38,976.56
348.0588,1719.09,674.37,1023.44,1023.44,898.44,1000,992.19,1015.63,1023.44,976.56,1039.06,953.13,1046.88,1078.13,1953.13,1109.38,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,953.13,953.13,960.94,968.75,968.75,976.56,992.19,882.81,921.88,976.56,976.56,968.75
348.2103,1716.56,672.13,1023.44,1023.44,898.44,1007.81,992.19,1007.81,1031.25,992.19,1039.06,960.94,1054.69,1070.31,1960.94,1109.38,1992.19,1000,1062.5,1054.69,1906.25,1023.44,960.94,960.94,960.94,968.75,968.75,976.56,984.38,882.81,929.69,976.56,984.38,968.75
348.892,1715.25,671.2,1023.44,1023.44,898.44,1000,992.19,1015.63,1023.44,976.56,1039.06,953.13,1054.69,1070.31,1960.94,1109.38,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,953.13,953.13,968.75,960.94,976.56,976.56,890.63,929.69,984.38,992.19,968.75
349.6874,1714.04,669.91,1023.44,1023.44,906.25,1015.63,992.19,1007.81,1031.25,976.56,1039.06,945.31,1062.5,1085.94,1953.13,1109.38,1992.19,984.38,1070.31,1054.69,1906.25,1031.25,953.13,960.94,953.13,968.75,968.75,976.56,984.38,882.81,929.69,976.56,984.38,976.56
350.0661,1714.66,670.17,1031.25,1023.44,906.25,1007.81,992.19,1007.81,1023.44,984.38,1046.88,953.13,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1062.5,1054.69,1914.06,1031.25,960.94,960.94,960.94,968.75,960.94,976.56,984.38,890.63,929.69,992.19,984.38,976.56
350.3312,1715.91,670.85,1031.25,1031.25,906.25,1007.81,992.19,1007.81,1023.44,984.38,1039.06,953.13,1054.69,1078.13,1960.94,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,953.13,953.13,968.75,960.94,976.56,976.56,890.63,929.69,984.38,984.38,976.56
350.7478,1717.19,670.53,1015.63,1031.25,898.44,1000,992.19,1015.63,1023.44,984.38,1046.88,960.94,1054.69,1085.94,1960.94,1109.38,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,960.94,960.94,976.56,960.94,976.56,976.56,882.81,929.69,984.38,984.38,968.75
351.3538,1718.57,670.7,1031.25,1023.44,898.44,1000,1000,1007.81,1015.63,984.38,1046.88,945.31,1054.69,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1054.69,1906.25,1031.25,953.13,953.13,960.94,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
351.7325,1722.91,670.86,1039.06,1023.44,906.25,1007.81,992.19,1015.63,1023.44,992.19,1039.06,953.13,1062.5,1085.94,1960.94,1125,1992.19,992.19,1070.31,1054.69,1906.25,1031.25,960.94,953.13,960.94,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,968.75
352.1491,1728.63,670.08,1031.25,1023.44,898.44,1007.81,992.19,1023.44,1023.44,984.38,1046.88,953.13,1054.69,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1906.25,1039.06,953.13,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,976.56,984.38,968.75
352.4143,1731.92,669.85,1031.25,1023.44,906.25,1000,992.19,1015.63,1023.44,976.56,1046.88,960.94,1062.5,1085.94,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1023.44,960.94,953.13,960.94,976.56,968.75,976.56,984.38,882.81,929.69,984.38,984.38,968.75
353.5505,1732.43,669.52,1031.25,1031.25,898.44,1000,992.19,1015.63,1023.44,976.56,1039.06,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1054.69,1945.31,1031.25,953.13,960.94,953.13,968.75,968.75,984.38,992.19,890.63,914.06,976.56,976.56,968.75
353.8156,1730.75,666.92,1023.44,1023.44,906.25,1000,992.19,1007.81,1023.44,984.38,1039.06,953.13,1054.69,1085.94,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1906.25,1031.25,953.13,960.94,960.94,968.75,968.75,976.56,984.38,882.81,921.88,976.56,976.56,968.75
354.2322,1731.14,666.16,1031.25,1023.44,906.25,1000,1000,1015.63,1015.63,984.38,1031.25,953.13,1062.5,1085.94,1960.94,1125,1992.19,992.19,1062.5,1062.5,1937.5,1031.25,968.75,960.94,960.94,976.56,968.75,976.56,984.38,882.81,929.69,976.56,976.56,976.56
354.9139,1736.01,666.4,1023.44,1031.25,898.44,1007.81,1000,1015.63,1015.63,984.38,1046.88,953.13,1062.5,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1062.5,1945.31,1031.25,960.94,960.94,953.13,976.56,968.75,976.56,984.38,890.63,921.88,976.56,976.56,968.75
355.3305,1740.12,665.7,1031.25,1023.44,906.25,1007.81,992.19,1007.81,1015.63,984.38,1046.88,953.13,1062.5,1085.94,1968.75,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1023.44,960.94,953.13,960.94,976.56,968.75,968.75,984.38,890.63,929.69,976.56,984.38,968.75
